login_hour,session_duration,request_frequency,failed_login_count,packet_size_avg,bytes_transferred,port_number,protocol_encoded,device_trust_score
16,23.95,38.33,0,710.86,1.44,443,0,83.16
22,7.72,32.52,0,1003.48,1.28,443,1,100.0
9,0.74,25.21,0,822.98,25.67,80,0,81.06
15,48.91,25.0,0,1126.72,10.87,80,0,93.85
10,39.25,19.43,2,591.72,30.32,80,1,80.53
16,31.32,27.7,0,583.05,8.74,443,1,90.47
10,23.4,35.88,0,618.86,6.19,443,0,92.9
12,22.07,17.97,0,826.66,15.72,443,0,71.49
12,13.86,9.67,0,1108.29,1.75,443,0,76.02
17,23.53,32.03,0,1118.62,4.8,443,0,80.45
17,1.8,28.24,0,338.01,6.28,443,0,76.97
9,18.96,13.8,0,849.94,3.54,8080,0,90.84
14,25.34,17.67,0,157.41,4.64,443,0,92.43
11,39.15,16.41,0,959.01,0.81,443,0,79.37
8,29.4,17.75,0,1023.63,2.21,443,0,91.24
13,41.92,21.76,0,791.95,4.09,80,0,85.76
12,50.24,22.33,1,816.8,15.89,443,0,89.01
23,45.87,18.49,0,814.73,2.02,443,0,83.72
15,37.06,17.42,0,643.11,4.26,8080,0,94.88
8,30.18,22.71,0,886.34,0.67,80,0,100.0
11,15.29,26.68,0,753.72,8.14,80,0,97.74
18,41.1,21.84,0,986.06,9.45,8080,0,100.0
22,55.2,36.59,0,777.27,20.06,443,0,75.97
7,35.13,30.08,0,627.8,17.1,80,0,83.24
6,58.76,9.09,0,492.83,3.36,443,0,95.65
21,7.12,30.24,0,427.19,1.47,443,1,100.0
15,12.69,31.06,0,1062.5,1.7,443,0,96.5
10,42.83,20.65,1,708.44,34.73,443,0,79.74
16,33.96,10.05,0,867.71,11.18,443,0,85.65
3,49.71,25.08,0,1156.65,0.44,443,0,93.33
14,29.77,24.92,0,687.44,1.47,443,0,88.35
15,16.98,13.78,0,674.5,6.65,443,0,82.01
17,26.8,10.49,0,773.57,2.33,443,0,87.1
9,7.01,24.12,0,805.89,16.28,443,0,89.86
14,13.07,22.67,0,1177.51,8.51,443,0,79.15
10,44.59,20.83,0,1113.16,9.48,443,0,99.85
15,43.09,24.17,0,924.18,6.21,443,0,85.6
10,35.45,13.97,0,1089.88,2.96,443,0,89.27
12,4.18,20.65,0,764.36,8.9,443,0,100.0
10,24.62,30.33,0,859.83,12.62,80,0,88.75
16,11.63,21.5,0,739.7,4.64,443,0,99.8
17,47.65,8.28,0,541.93,7.03,443,0,79.71
13,21.24,20.27,0,1040.77,18.31,443,0,94.33
14,13.71,14.3,0,906.34,1.61,22,0,98.39
8,30.45,27.67,0,803.61,7.88,443,0,81.7
12,20.4,28.19,0,799.51,4.28,443,0,88.22
13,52.26,8.41,0,498.76,12.13,80,0,88.42
23,18.98,32.59,0,604.5,0.19,443,0,92.1
9,9.01,13.88,0,867.23,11.1,443,0,94.75
19,2.29,40.59,0,694.18,1.09,443,0,80.89
17,29.54,24.51,0,756.46,0.67,8080,1,89.4
15,21.57,12.54,0,779.07,12.9,80,0,100.0
21,8.57,13.58,0,663.51,10.23,443,0,100.0
15,47.84,28.48,0,606.42,22.53,443,0,97.94
15,40.01,21.09,0,477.53,7.33,443,1,88.07
13,29.58,24.03,0,770.7,7.55,443,0,100.0
18,50.46,41.13,0,923.72,12.28,443,0,100.0
18,39.94,18.01,2,471.27,3.91,443,0,90.37
11,17.66,25.6,0,795.19,0.38,443,0,92.2
8,14.41,39.2,0,856.23,2.61,80,0,85.41
13,42.27,27.71,0,602.08,2.72,443,0,93.93
10,35.95,8.93,0,1084.43,4.09,443,0,95.93
13,32.55,30.05,0,722.86,28.73,80,0,97.03
18,17.3,13.37,1,779.75,16.34,443,0,88.19
12,39.12,39.07,0,767.75,27.48,80,0,75.26
13,18.67,16.77,0,445.85,65.78,443,0,92.42
14,28.47,54.7,0,1001.75,5.69,80,0,97.07
17,51.7,39.67,0,608.9,2.58,22,0,80.21
5,20.09,17.03,0,752.7,8.21,443,0,89.09
11,6.41,25.2,0,919.53,21.3,443,0,100.0
14,14.21,32.54,0,1092.18,6.27,443,0,77.97
18,44.91,32.84,0,584.01,7.04,443,0,87.16
12,33.82,29.42,0,710.7,1.44,443,0,100.0
6,28.07,37.52,0,1076.48,5.46,443,0,91.58
16,22.36,23.77,0,892.74,4.89,80,0,84.74
11,37.28,21.33,0,934.23,4.33,80,0,89.93
9,17.26,21.53,0,589.77,21.83,22,0,98.26
11,34.58,33.58,0,724.16,0.61,443,1,87.96
13,19.03,28.65,0,766.43,35.81,443,0,95.98
11,16.54,27.91,0,628.42,0.08,80,0,92.35
5,20.44,32.95,2,465.09,29.11,443,0,93.17
17,24.37,4.49,2,697.9,7.94,443,0,96.62
19,29.27,28.1,0,1070.86,12.12,443,1,87.05
16,33.53,27.19,1,811.83,2.07,443,0,80.55
9,25.33,41.69,0,1074.86,10.62,443,0,94.74
13,17.89,9.71,0,835.8,21.37,443,0,88.68
13,24.13,40.57,0,647.06,1.5,443,0,85.52
16,52.58,25.75,0,1055.52,1.36,443,0,95.26
16,13.8,29.89,0,842.47,3.62,80,0,100.0
11,32.44,41.76,0,992.37,1.76,443,0,88.45
14,52.43,30.61,0,586.33,1.17,443,0,90.08
15,10.31,29.0,0,1007.75,11.34,443,0,78.18
19,35.91,27.42,0,1013.78,2.41,443,0,87.77
16,17.97,20.17,0,857.95,11.0,443,0,92.21
17,22.43,24.72,1,638.62,19.8,443,1,89.8
14,17.95,17.84,0,790.8,10.56,443,0,86.38
19,19.02,24.55,0,922.26,1.27,443,0,97.26
15,70.83,1.64,0,846.91,8.52,443,0,90.58
10,42.67,29.29,0,920.22,5.0,80,0,100.0
19,46.53,23.78,0,1002.45,4.21,443,0,92.08
16,37.38,21.64,0,670.31,3.84,443,0,62.53
12,5.91,27.2,0,568.98,26.51,22,0,78.88
12,35.92,10.66,0,792.49,13.57,443,0,95.32
15,46.09,44.29,0,734.05,1.44,443,0,83.57
15,17.2,23.97,0,957.17,6.46,443,0,84.19
14,44.48,23.54,0,585.1,3.83,443,0,77.61
15,40.57,15.35,0,1004.08,38.14,443,0,85.23
20,57.78,25.24,0,1070.72,38.18,443,0,91.94
18,23.73,38.87,0,800.06,3.85,443,0,93.86
14,13.54,35.36,0,812.15,4.34,22,0,79.8
17,24.58,33.54,0,646.49,9.15,443,0,98.05
9,51.53,30.46,0,691.47,6.53,443,0,78.09
15,2.57,21.41,1,718.33,2.4,443,0,94.38
21,1.03,10.5,0,1088.59,10.8,443,0,93.37
13,31.34,22.99,0,785.63,4.07,443,0,80.66
10,23.36,22.64,0,535.57,10.6,22,0,79.47
11,30.12,35.49,0,851.07,4.84,443,0,93.82
9,44.18,28.09,0,965.26,12.05,8080,0,84.4
10,21.71,41.12,0,794.92,11.02,443,0,88.1
12,1.9,36.97,0,1093.84,7.11,443,0,96.87
8,60.67,20.44,0,955.5,12.2,443,0,94.79
14,15.04,7.05,0,590.17,6.18,443,0,80.84
17,14.11,38.86,0,689.71,1.23,443,0,89.46
10,46.56,38.59,2,845.25,2.01,443,0,80.65
20,24.23,11.34,0,466.76,2.82,443,0,98.7
16,29.05,40.09,0,867.27,0.65,443,0,100.0
18,37.24,28.82,0,447.68,12.43,80,0,81.55
11,46.25,26.61,0,1004.69,4.58,443,0,89.69
17,25.0,41.15,2,981.45,0.98,443,0,99.17
9,52.8,38.45,0,900.96,17.15,443,0,90.24
17,2.04,31.51,0,664.82,11.51,443,0,95.62
14,41.4,29.73,1,834.04,6.02,80,0,90.52
16,17.41,31.16,0,697.32,2.84,443,0,79.43
9,50.58,21.0,0,593.84,1.65,22,0,91.19
10,32.13,24.45,0,732.25,6.13,80,0,100.0
16,19.91,15.98,0,939.65,21.65,443,0,93.14
10,39.94,21.67,0,808.76,2.09,443,0,100.0
15,43.4,21.33,0,1090.14,8.41,80,0,72.28
8,39.63,18.65,0,953.16,32.62,80,0,93.79
17,14.55,26.37,0,931.74,10.14,443,0,83.52
9,22.74,21.76,0,478.21,5.8,22,0,81.24
16,29.94,30.02,1,742.97,12.6,22,0,100.0
16,29.38,8.78,0,587.13,17.41,443,0,87.45
11,41.25,23.87,0,763.4,8.93,80,0,86.48
16,0.22,26.32,0,661.34,20.54,443,0,93.44
15,35.01,21.89,0,724.48,7.23,443,0,68.47
11,25.65,23.28,0,1012.23,17.72,443,0,100.0
9,17.42,9.15,0,895.05,30.37,443,0,100.0
6,18.86,28.56,0,1001.42,6.96,80,0,99.15
15,26.78,31.48,1,479.86,9.29,443,0,94.12
7,24.02,29.94,0,811.59,9.4,443,0,87.83
14,19.48,35.39,0,993.34,15.21,80,1,79.25
12,16.86,27.02,0,1101.26,17.31,443,1,100.0
16,37.99,29.79,0,490.38,0.28,443,0,99.16
12,17.92,26.56,0,729.7,13.22,443,1,94.5
12,26.77,31.88,0,1006.85,15.32,443,0,93.34
16,53.13,9.23,0,761.54,12.05,80,0,93.01
15,44.92,16.06,0,617.92,12.51,443,0,84.74
15,43.53,40.87,0,490.0,0.42,443,0,100.0
15,22.5,0.4,0,610.26,5.83,443,0,87.14
7,38.15,23.6,0,462.22,17.05,443,0,85.73
17,26.49,36.72,0,811.69,27.18,443,1,100.0
16,27.06,24.07,0,979.26,2.61,443,0,89.71
9,36.15,20.95,0,547.81,8.66,443,0,89.81
13,21.05,26.29,0,851.55,16.31,443,0,100.0
13,52.4,21.47,0,969.05,13.96,443,0,96.79
13,27.6,25.31,0,799.46,9.65,443,0,97.29
15,39.28,18.17,0,477.86,0.19,443,0,75.82
19,51.83,36.09,0,877.24,12.87,80,1,94.01
18,45.47,39.23,0,789.07,14.84,443,1,79.94
8,8.87,23.67,1,768.7,12.83,443,0,85.45
16,36.67,11.14,0,690.63,14.52,80,0,91.76
19,42.76,19.76,0,817.36,5.64,22,0,89.64
15,43.38,23.16,1,901.96,50.76,443,0,96.54
18,13.3,30.06,0,1278.13,14.73,443,0,97.71
22,20.14,14.92,0,822.47,8.64,443,0,98.46
18,44.92,17.31,0,1102.23,27.21,22,0,76.56
14,18.57,30.11,0,871.55,23.88,443,0,100.0
18,25.5,34.39,2,780.09,16.85,8080,0,89.75
14,53.64,18.78,0,829.71,8.29,443,0,100.0
14,29.28,11.67,0,555.65,7.49,443,0,64.86
12,19.1,57.84,0,861.17,3.99,80,0,87.35
20,16.84,32.83,0,401.59,2.89,80,0,75.39
10,34.99,22.33,0,627.47,7.18,80,0,81.39
20,10.0,33.69,2,821.97,8.62,80,0,90.51
15,26.29,23.76,1,1038.8,2.8,80,0,86.65
8,35.0,33.67,0,1086.12,25.59,443,0,100.0
15,49.49,26.59,0,752.69,8.15,443,0,100.0
5,40.01,25.91,0,831.14,7.48,443,0,80.33
16,19.29,23.86,1,996.87,5.72,443,0,85.12
17,47.68,10.53,0,534.1,0.6,443,0,79.69
11,25.51,44.38,0,880.95,21.4,443,0,100.0
14,11.46,15.58,0,634.42,3.81,443,0,91.59
21,27.42,11.4,0,765.63,10.29,443,0,90.32
11,51.57,22.87,0,708.2,9.35,22,0,93.12
9,32.48,15.39,0,887.07,8.78,443,0,86.89
19,30.19,24.48,0,910.06,7.46,443,0,81.44
21,54.56,31.88,0,978.22,2.0,443,0,90.51
14,8.53,34.95,0,869.64,3.29,443,0,87.33
18,10.72,33.15,0,834.33,7.43,443,0,93.47
19,5.76,21.94,0,1170.8,15.58,443,0,73.68
11,35.59,25.5,0,495.13,5.66,443,0,91.86
12,32.5,29.08,0,1139.12,2.28,80,0,83.11
18,53.14,7.42,0,742.04,0.92,80,0,91.51
20,33.65,30.71,0,914.18,10.88,443,0,99.05
16,23.94,10.43,0,734.87,5.51,443,0,84.44
10,30.03,45.4,0,659.49,1.34,443,0,100.0
21,31.77,20.95,0,896.92,11.22,80,0,72.59
11,4.92,23.15,0,1008.43,2.33,443,0,100.0
12,70.65,17.3,0,894.6,7.11,443,0,100.0
15,37.8,18.7,1,691.58,3.66,443,0,81.13
20,33.15,47.74,0,1522.27,26.84,443,0,81.22
17,39.23,34.4,0,1039.71,2.59,443,0,75.05
15,40.64,9.51,0,986.67,5.45,443,0,99.21
15,27.89,40.04,2,729.41,32.06,80,1,86.7
14,20.53,36.93,0,674.97,3.84,443,0,85.96
16,38.99,22.19,1,744.03,10.34,443,0,78.77
3,35.79,28.07,0,1016.28,3.81,80,0,100.0
12,17.85,24.85,0,601.88,1.17,80,0,80.27
14,51.29,44.73,0,586.36,9.88,443,0,90.24
9,34.4,17.04,0,907.91,24.77,443,0,92.16
15,40.95,26.46,0,863.84,6.03,443,0,86.01
13,50.88,20.72,0,645.94,9.84,443,0,83.99
21,30.33,10.67,0,581.76,9.39,443,0,86.31
20,34.75,46.92,0,1087.58,5.36,80,1,95.65
12,42.15,13.18,0,871.4,9.54,443,1,86.53
13,19.13,27.2,0,527.29,3.0,443,0,100.0
13,30.81,7.59,0,541.27,4.75,443,0,82.23
12,31.88,21.01,2,727.7,5.84,443,0,97.54
14,15.66,29.22,0,946.57,19.95,443,0,72.44
10,64.76,16.75,0,919.0,4.28,443,0,82.23
9,8.89,30.87,0,1026.34,10.08,443,0,81.84
16,10.53,22.31,0,501.93,2.4,443,0,78.96
16,49.71,36.6,0,844.77,2.91,443,0,92.83
10,40.7,38.62,0,1085.18,10.45,443,0,88.9
17,14.61,19.13,0,1066.56,14.37,443,0,67.21
11,39.11,25.77,0,871.78,6.2,443,0,100.0
15,52.02,26.83,0,1269.6,4.08,443,0,91.76
17,29.55,31.19,0,921.86,24.11,80,0,90.01
13,68.98,25.14,0,1008.55,1.46,80,0,100.0
15,4.14,26.9,0,808.89,12.76,80,1,99.89
11,40.41,22.57,0,643.8,11.72,443,0,87.02
13,47.5,26.15,0,624.96,11.72,443,0,70.47
13,43.37,37.98,1,836.32,27.4,443,0,95.64
11,26.93,31.46,0,757.7,13.03,80,0,80.37
13,25.64,32.01,0,446.28,3.59,80,0,100.0
7,36.66,32.23,0,594.84,4.36,80,0,82.24
12,42.24,23.46,0,736.32,4.96,443,0,85.48
12,39.04,28.19,2,945.46,0.31,80,0,76.57
12,45.6,14.15,3,796.79,24.48,80,0,77.38
13,14.72,37.69,0,785.59,0.76,443,0,88.91
13,26.58,2.83,0,602.62,12.03,443,0,87.98
15,15.9,24.13,0,804.63,13.1,443,0,85.24
17,24.21,36.41,0,1063.82,18.56,443,1,100.0
11,45.23,11.36,2,831.12,8.06,443,0,96.04
9,31.62,29.0,0,498.54,12.92,80,0,90.1
9,69.1,18.19,0,549.7,3.61,80,1,62.43
12,32.9,21.31,0,917.76,13.69,22,0,98.26
12,30.9,34.46,0,755.14,4.21,443,0,100.0
10,31.59,26.98,2,785.08,23.31,443,0,88.12
8,20.43,4.66,0,677.45,1.78,443,0,81.89
12,29.13,15.24,0,900.68,3.79,443,0,91.63
14,46.92,34.75,0,739.82,6.91,443,0,75.69
16,31.71,29.49,0,762.68,14.95,80,0,94.62
11,18.1,42.48,1,629.76,13.82,443,0,100.0
12,16.12,41.83,3,984.34,2.37,443,0,83.29
10,23.25,21.58,1,755.77,1.56,443,0,83.61
13,31.11,50.03,0,921.58,3.62,22,0,89.2
10,47.9,25.24,0,561.28,6.61,443,0,84.99
16,9.89,15.37,0,1146.78,7.74,443,0,74.88
6,25.2,18.66,0,1055.47,5.61,8080,0,86.15
12,32.16,2.43,0,418.04,10.88,443,0,84.13
15,2.49,41.07,0,639.61,5.58,443,0,100.0
14,17.5,40.95,0,895.53,29.25,443,0,100.0
23,19.8,14.84,0,536.05,3.02,443,0,100.0
15,18.06,22.72,0,773.68,9.87,443,0,98.02
9,32.88,25.96,0,885.33,9.45,80,0,92.06
13,27.59,15.4,1,763.05,3.31,443,0,81.26
6,21.67,7.45,0,907.77,5.3,443,0,100.0
13,36.42,22.9,0,661.33,4.55,443,0,93.48
10,55.85,21.79,1,351.16,1.89,443,0,77.52
17,54.59,21.12,0,996.42,6.49,443,0,80.86
11,1.16,27.23,0,995.16,4.89,443,0,77.36
13,38.66,39.3,0,1300.73,1.96,443,0,69.48
11,27.33,21.97,0,358.56,5.98,443,0,93.89
20,32.33,26.7,0,950.17,5.48,443,1,77.62
12,24.03,32.27,0,406.26,1.41,443,0,82.44
21,31.76,30.54,0,1151.3,1.41,443,0,90.39
17,32.27,18.86,0,897.57,10.43,443,0,88.12
15,21.32,25.96,0,609.61,12.26,80,0,82.87
15,16.55,30.48,0,956.04,28.33,443,0,100.0
15,23.27,13.72,0,689.39,0.91,80,0,74.73
6,33.51,37.64,0,860.08,1.25,443,0,75.17
12,38.98,39.32,0,841.19,0.53,8080,1,94.58
17,42.8,17.77,0,1148.83,7.6,443,0,83.74
13,22.59,26.94,0,1162.99,9.75,22,1,83.35
8,34.26,31.42,0,680.55,5.17,443,0,79.21
13,44.44,19.54,0,1011.62,15.99,80,0,93.38
20,47.48,29.82,0,870.97,11.61,22,0,92.26
18,29.12,26.63,0,517.46,42.57,443,0,91.19
13,26.69,10.32,0,660.75,1.48,80,0,84.17
17,32.87,29.59,3,1267.23,0.6,443,0,82.49
12,12.75,14.0,1,871.57,3.21,443,0,88.37
7,27.1,34.39,0,999.96,0.19,443,1,99.67
10,41.17,18.29,0,757.59,26.97,443,0,100.0
20,39.63,23.39,0,692.01,3.62,443,0,100.0
12,25.95,38.72,0,805.45,8.04,8080,0,95.06
13,33.27,29.96,0,746.78,3.83,80,0,99.82
12,17.63,14.21,0,501.35,2.82,80,1,78.18
21,40.55,14.85,0,599.33,1.65,443,0,82.86
20,28.83,19.01,0,941.58,3.86,443,0,95.24
22,25.86,28.95,0,723.86,9.56,443,0,88.82
13,24.57,28.58,0,805.14,35.62,443,1,93.38
15,29.06,16.57,0,846.98,8.17,443,0,99.79
7,23.28,13.33,0,862.61,7.61,443,0,98.24
19,39.87,27.82,0,1029.32,0.36,80,0,79.09
9,24.07,23.18,3,580.26,18.33,443,0,90.12
14,53.89,46.57,0,914.05,0.46,443,0,80.79
9,51.98,25.37,2,951.01,23.67,443,0,82.23
11,16.63,43.14,0,997.17,7.74,443,1,72.89
10,31.05,13.3,0,517.42,1.84,443,0,91.34
11,20.24,9.27,0,850.96,6.01,443,0,72.15
11,25.1,13.8,0,1143.22,52.95,443,0,93.94
11,60.04,36.89,0,780.18,3.64,22,0,100.0
17,25.39,42.56,0,896.7,3.14,443,0,95.3
9,35.4,17.18,0,956.08,1.26,80,1,90.52
14,38.12,20.39,0,594.91,9.09,443,0,100.0
18,14.99,13.31,0,1166.76,0.93,443,1,93.27
11,17.17,6.88,0,899.9,14.52,80,0,81.37
11,11.91,32.18,0,903.9,25.16,443,0,91.25
13,16.71,27.23,0,467.59,26.86,443,0,100.0
18,12.75,25.1,0,958.91,1.14,443,0,79.07
14,38.17,11.0,0,901.28,8.17,80,0,76.2
11,60.81,41.4,0,1124.84,1.02,443,0,96.15
15,32.22,19.97,0,737.75,8.49,443,0,87.76
9,8.76,30.34,0,602.47,16.87,443,0,84.68
16,20.36,10.45,0,663.55,7.72,443,0,77.41
15,23.12,23.09,0,699.0,20.56,80,1,70.5
12,14.74,27.91,0,576.23,16.18,80,0,75.44
10,42.9,28.27,0,1058.03,3.24,443,0,100.0
10,42.15,26.55,0,1065.54,9.95,443,0,89.91
16,12.67,29.95,0,760.84,0.07,22,0,70.38
18,40.88,13.69,0,721.45,5.04,443,0,100.0
11,52.9,26.97,0,436.9,2.72,80,0,100.0
15,58.54,26.14,0,939.19,27.66,443,0,100.0
5,72.98,27.32,0,1130.69,5.2,443,1,85.77
11,16.47,25.72,1,672.56,10.62,80,0,87.31
13,72.36,12.27,0,776.64,13.17,443,0,91.38
10,24.69,11.82,3,886.86,14.84,80,0,100.0
10,21.11,2.86,0,1144.88,13.31,443,0,84.45
11,34.91,33.18,0,839.96,3.41,443,0,82.46
15,21.27,33.28,0,839.09,11.59,80,0,96.96
13,35.99,33.44,0,835.86,7.96,443,0,100.0
5,10.2,28.07,0,514.99,9.1,80,0,89.47
5,26.42,3.67,0,510.64,0.01,8080,0,96.7
11,49.28,14.73,0,638.4,2.99,8080,0,91.12
15,29.14,26.7,0,1002.58,26.69,80,0,87.49
3,32.12,26.36,0,732.93,3.43,443,0,81.71
12,37.13,22.77,0,694.08,5.76,443,0,78.46
11,47.56,28.69,0,690.57,2.07,80,1,83.85
19,5.17,25.12,0,772.47,1.49,443,0,80.24
12,38.77,26.21,1,1140.42,2.34,443,0,92.83
15,25.98,18.61,0,769.76,8.07,443,1,100.0
14,32.5,34.82,0,642.74,25.14,443,0,92.04
5,45.9,20.69,0,805.05,3.95,22,1,80.79
17,12.09,11.69,1,1151.02,3.91,443,0,98.55
14,14.81,17.29,0,699.44,8.3,443,0,92.97
16,0.97,21.52,0,563.8,4.41,443,0,94.95
23,21.76,34.94,0,699.8,24.13,80,0,84.81
5,49.96,24.58,0,825.75,4.75,22,0,100.0
20,28.19,23.14,0,937.65,6.74,443,0,100.0
12,9.9,12.51,0,1001.38,7.62,80,0,88.16
15,22.71,32.85,0,590.86,15.24,443,0,97.18
13,7.68,18.48,1,609.83,8.3,443,0,100.0
12,13.12,24.0,0,735.35,2.73,80,0,85.35
11,35.83,39.8,2,936.9,1.32,443,0,89.19
15,12.39,30.09,0,548.0,27.77,443,0,90.8
7,46.69,8.72,0,678.53,16.17,443,0,79.02
17,28.93,7.3,0,681.45,0.23,443,0,94.42
12,31.28,24.36,0,988.35,17.23,443,0,100.0
9,25.82,12.87,0,905.65,8.93,443,0,88.56
12,41.59,31.49,0,980.74,7.32,443,0,93.4
19,41.75,25.42,0,1067.74,0.12,443,1,100.0
11,35.03,26.65,0,738.87,15.18,443,0,85.95
15,38.47,17.93,0,562.52,2.21,443,0,93.6
11,26.82,42.41,0,563.81,13.02,22,0,84.3
17,38.13,53.43,0,432.38,0.16,443,0,84.03
16,24.93,22.21,0,708.25,15.91,8080,0,93.42
21,30.03,28.53,0,723.16,0.23,443,0,92.41
13,25.88,25.97,0,957.51,2.69,80,0,95.55
16,23.14,22.4,0,803.38,3.12,443,0,90.76
14,19.66,16.68,0,701.93,1.71,80,0,94.65
19,37.02,14.15,0,776.8,6.56,443,0,100.0
11,49.66,13.64,0,592.21,3.34,443,0,100.0
16,47.57,29.05,0,1005.08,50.04,443,0,93.38
13,11.15,19.8,0,642.82,8.67,443,0,95.05
13,49.34,0.78,0,572.01,8.36,80,0,87.01
14,25.23,29.45,0,963.58,2.5,22,0,88.41
15,39.01,24.62,0,914.83,5.25,443,0,94.92
13,16.41,38.47,0,455.26,1.32,22,0,90.88
14,32.13,28.73,1,971.0,14.38,443,0,97.93
20,34.71,10.21,0,651.68,4.02,80,0,100.0
17,7.73,2.7,0,725.18,13.94,8080,0,88.98
17,39.12,17.81,0,837.4,4.65,443,0,69.91
12,50.19,18.75,0,917.32,44.88,443,0,100.0
10,27.38,34.43,0,889.1,1.88,443,0,83.48
17,50.4,24.91,0,790.04,0.02,443,0,91.95
17,27.15,36.34,0,715.07,9.03,80,1,97.27
19,42.74,11.75,0,882.44,30.57,443,0,100.0
11,3.28,34.65,0,776.32,10.41,8080,0,100.0
13,66.28,32.21,1,1161.07,0.9,443,0,86.36
7,52.43,4.82,0,917.28,7.78,443,0,100.0
12,25.73,38.23,0,615.32,24.02,443,1,91.98
17,0.42,25.93,0,704.48,0.07,22,0,100.0
12,34.32,28.92,0,809.64,1.83,443,0,100.0
16,8.34,16.35,0,1059.89,16.85,8080,0,88.23
13,36.67,37.75,0,1082.22,22.43,443,0,82.07
15,36.17,13.14,0,720.77,12.28,443,0,63.73
9,15.88,33.32,0,613.27,47.75,443,0,96.75
14,46.81,33.21,0,587.7,0.95,80,1,100.0
2,42.08,15.26,0,850.49,7.89,443,0,97.45
13,44.64,44.83,0,1260.76,11.55,443,0,66.47
7,30.13,27.32,0,907.82,12.13,443,0,77.42
18,8.77,31.54,0,481.22,15.77,443,0,94.81
17,44.67,9.73,0,654.8,24.96,443,1,100.0
15,25.94,46.18,0,675.22,4.49,80,0,89.44
20,9.15,12.75,0,635.6,0.44,443,0,100.0
10,50.28,35.25,0,722.42,4.5,80,0,79.66
20,61.49,15.05,0,873.88,11.14,443,0,92.07
17,29.38,18.81,1,936.4,2.4,443,0,87.25
13,62.39,32.89,0,1018.35,16.61,443,0,100.0
18,31.37,35.28,0,904.84,2.48,443,0,84.6
9,24.29,12.29,0,409.17,0.1,80,0,100.0
10,20.54,35.9,0,588.54,7.09,80,0,86.92
11,54.56,35.45,0,768.38,12.96,443,0,79.3
11,18.3,15.62,0,829.46,4.3,22,0,79.64
9,41.03,40.99,1,972.28,13.82,443,0,83.78
18,21.61,10.43,0,808.64,5.77,80,0,93.71
12,23.1,18.75,0,810.14,1.88,443,0,83.9
15,45.45,29.79,1,847.56,0.95,443,0,81.8
11,24.3,16.46,0,749.0,12.4,443,0,98.9
6,23.93,27.64,0,817.38,4.87,443,0,57.89
15,46.99,27.41,2,1025.17,24.39,8080,0,85.7
6,53.96,23.13,0,783.22,7.77,443,0,76.66
13,39.67,33.32,0,793.96,4.28,443,0,81.31
8,20.18,22.72,0,793.28,4.29,443,0,92.44
21,22.34,27.32,0,1059.55,1.41,443,0,87.95
17,31.2,36.46,0,578.39,9.01,443,0,87.04
14,34.81,32.91,1,1155.17,8.73,443,0,100.0
19,15.18,32.86,0,564.72,16.09,443,0,89.86
10,40.85,13.51,0,669.16,2.25,443,0,100.0
16,31.28,30.25,1,948.95,3.44,443,1,97.12
14,4.26,16.22,0,1006.06,1.02,443,0,80.33
15,16.07,12.19,0,519.3,3.5,80,0,100.0
19,22.44,24.28,0,581.46,5.59,80,0,92.78
16,28.91,15.96,1,855.57,33.25,80,0,100.0
15,58.34,32.91,2,1268.88,10.59,8080,0,87.34
7,33.57,33.15,0,1049.25,15.27,80,0,92.72
10,17.39,5.97,0,750.38,3.94,443,0,94.32
13,33.31,16.72,0,316.17,1.56,443,1,88.32
14,24.72,10.4,0,816.33,2.97,22,1,100.0
9,34.87,20.37,1,872.46,2.96,443,0,100.0
23,38.71,29.55,0,723.46,8.75,443,1,67.07
20,48.14,22.58,0,629.86,4.18,443,0,98.15
16,29.64,19.1,0,831.83,19.48,8080,0,81.05
14,54.58,38.0,0,611.55,44.69,80,0,64.07
13,43.62,1.95,0,1174.49,4.21,443,0,95.17
10,19.39,37.37,0,1103.35,12.21,8080,0,95.19
14,63.15,19.56,1,931.58,10.71,8080,0,96.8
15,34.9,24.22,1,817.94,2.16,443,1,93.71
9,17.47,19.73,0,667.97,25.01,80,0,98.75
15,54.79,40.43,0,795.84,2.22,80,1,83.97
13,61.17,12.69,0,1127.86,13.35,443,0,92.63
6,29.5,25.12,0,973.73,4.27,443,0,96.98
10,22.45,30.27,0,840.74,4.57,443,0,100.0
12,27.41,8.89,0,984.79,6.08,443,0,90.44
21,40.72,15.8,0,909.12,19.99,22,0,87.86
16,49.17,23.52,0,879.26,1.51,443,0,89.45
8,38.56,16.13,0,996.11,0.56,443,0,78.06
15,31.53,16.84,0,903.41,5.14,22,0,97.7
7,52.47,21.5,0,971.71,0.57,8080,0,75.43
18,25.31,31.5,0,832.28,11.63,443,0,93.91
12,45.46,21.57,0,749.17,14.28,22,0,90.85
13,25.68,35.78,0,690.37,19.29,443,1,74.49
19,36.47,15.02,0,666.54,13.62,443,0,75.06
8,28.3,12.48,0,478.97,24.81,80,0,81.46
8,29.16,44.26,0,617.61,13.8,80,0,86.56
11,24.34,18.42,0,611.83,27.5,80,0,100.0
18,50.17,11.89,0,698.53,2.15,443,0,88.89
7,19.01,7.58,0,1112.45,6.93,443,0,95.46
2,18.9,35.75,1,768.49,51.04,22,0,100.0
12,61.81,21.59,0,848.35,11.44,443,0,100.0
16,44.67,22.46,0,854.66,21.09,443,0,89.93
18,5.78,23.41,2,1117.52,0.31,80,0,82.94
